year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,latitude,longitude,ontime_flight_chance,total_flights
YYYY format,MM format (1-12),Code assigned by US DOT to identify a unique airline carrier.,"Unique airline (carrier) is defined as one holding and reporting under the same DOT certificate regardless of its Code, Name, or holding company/corporation.",A three character alpha-numeric code issued by the U.S. Department of Transportation which is the official designation of the airport.,A place from which aircraft operate that usually has paved runways and maintenance facilities and often serves as a terminal,,,Carrier Count for airline cause of delay,Weather Count for airline cause of delay,NAS (National Air System) Count for airline cause of delay,Security Count for airline cause of delay,Late Aircraft Delay Count for airline cause of delay,,,Difference in minutes between scheduled and actual arrival time. Early arrivals show negative numbers.,"Carrier Delay, in Minutes","Weather Delay, in Minutes","National Air System Delay, in Minutes","Security Delay, in Minutes","Late Aircraft Delay, in Minutes",,,,
2024,7,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2743.0,913.0,275.84,25.2,227.29,3.16,381.51,13.0,25.0,56132.0,14884.0,2687.0,12718.0,124.0,25719.0,33.63740085,-84.42981606522355,74.0,3694.0
2024,6,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2731.0,572.0,187.56,15.83,71.03,4.45,293.13,15.0,1.0,32191.0,9249.0,1246.0,2780.0,151.0,18765.0,33.63740085,-84.42981606522355,82.0,3319.0
2024,5,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3347.0,873.0,237.94,19.65,190.1,4.47,420.83,16.0,12.0,59086.0,13160.0,1672.0,11092.0,134.0,33028.0,33.63740085,-84.42981606522355,79.0,4248.0
2024,4,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3239.0,538.0,163.3,8.98,98.75,4.94,262.03,15.0,2.0,29066.0,8203.0,748.0,3490.0,186.0,16439.0,33.63740085,-84.42981606522355,85.0,3794.0
2024,3,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3196.0,596.0,155.09,5.26,129.21,1.55,304.9,19.0,1.0,33255.0,9254.0,291.0,5021.0,117.0,18572.0,33.63740085,-84.42981606522355,84.0,3812.0
2024,2,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2618.0,349.0,108.95,1.52,75.76,1.94,160.83,6.0,0.0,15632.0,5474.0,114.0,2506.0,71.0,7467.0,33.63740085,-84.42981606522355,88.0,2973.0
2024,1,WN,Southwest Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2982.0,662.0,192.2,12.48,173.33,2.8,281.19,62.0,17.0,36548.0,9758.0,1553.0,7959.0,127.0,17151.0,33.63740085,-84.42981606522355,80.0,3723.0
2024,7,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",487.0,170.0,47.71,2.35,46.38,0.39,73.16,1.0,4.0,10097.0,2663.0,138.0,2621.0,14.0,4661.0,41.9782523,-87.90923552598412,74.0,662.0
2024,6,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",490.0,154.0,40.71,3.9,42.16,0.31,66.92,0.0,3.0,8584.0,1898.0,453.0,2344.0,42.0,3847.0,41.9782523,-87.90923552598412,76.0,647.0
2024,5,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",769.0,248.0,55.91,6.77,82.74,0.0,102.58,5.0,9.0,18231.0,3613.0,1009.0,5971.0,0.0,7638.0,41.9782523,-87.90923552598412,75.0,1031.0
2024,4,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",750.0,168.0,56.79,1.36,48.79,0.0,61.06,4.0,1.0,8803.0,3203.0,88.0,1646.0,0.0,3866.0,41.9782523,-87.90923552598412,81.0,923.0
2024,3,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",776.0,154.0,48.48,0.31,42.27,0.0,62.95,8.0,1.0,8650.0,2548.0,32.0,2306.0,0.0,3764.0,41.9782523,-87.90923552598412,83.0,939.0
2024,2,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",680.0,80.0,27.59,0.09,21.83,0.0,30.5,5.0,1.0,3800.0,1136.0,22.0,1004.0,0.0,1638.0,41.9782523,-87.90923552598412,89.0,766.0
2024,1,WN,Southwest Airlines,ORD,"Chicago, IL: Chicago O'Hare International",763.0,171.0,60.78,1.42,57.41,3.65,47.75,70.0,4.0,8399.0,3033.0,183.0,2825.0,141.0,2217.0,41.9782523,-87.90923552598412,76.0,1008.0
2024,7,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8943.0,2049.0,567.03,46.43,369.36,5.58,1060.6,30.0,27.0,122198.0,33275.0,3699.0,19508.0,393.0,65323.0,39.8606676,-104.68536732610298,81.0,11049.0
2024,6,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8611.0,2293.0,555.14,59.6,670.9,8.58,998.79,16.0,51.0,129416.0,30416.0,5595.0,35423.0,304.0,57678.0,39.8606676,-104.68536732610298,78.0,10971.0
2024,5,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8520.0,2336.0,545.39,49.68,636.32,3.04,1101.58,57.0,42.0,143714.0,28496.0,3959.0,36995.0,308.0,73956.0,39.8606676,-104.68536732610298,78.0,10955.0
2024,4,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8336.0,1535.0,417.38,12.25,355.0,5.66,744.71,25.0,4.0,72180.0,19648.0,1074.0,11233.0,180.0,40045.0,39.8606676,-104.68536732610298,84.0,9900.0
2024,3,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8508.0,1547.0,384.19,10.29,265.83,4.23,882.46,185.0,0.0,77833.0,18127.0,664.0,8964.0,158.0,49920.0,39.8606676,-104.68536732610298,83.0,10240.0
2024,2,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",7317.0,1286.0,285.66,34.62,498.85,3.29,463.58,27.0,29.0,75271.0,16707.0,3651.0,26808.0,68.0,28037.0,39.8606676,-104.68536732610298,85.0,8659.0
2024,1,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",8073.0,1618.0,441.93,15.8,387.91,5.25,767.12,290.0,6.0,76787.0,22758.0,1168.0,13225.0,230.0,39406.0,39.8606676,-104.68536732610298,81.0,9987.0
2024,7,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2378.0,752.0,266.83,5.94,93.38,1.53,384.32,10.0,1.0,40589.0,13148.0,589.0,3636.0,65.0,23151.0,33.94216754999999,-118.42135906141588,76.0,3141.0
2024,6,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2291.0,749.0,250.55,7.27,107.33,3.12,380.73,5.0,8.0,40031.0,12681.0,622.0,3739.0,142.0,22847.0,33.94216754999999,-118.42135906141588,75.0,3053.0
2024,5,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2191.0,669.0,208.29,15.65,73.45,1.73,369.88,13.0,5.0,38521.0,9970.0,1748.0,2646.0,113.0,24044.0,33.94216754999999,-118.42135906141588,76.0,2878.0
2024,4,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2169.0,534.0,189.75,4.29,90.05,0.0,249.92,6.0,3.0,28717.0,10449.0,545.0,3828.0,0.0,13895.0,33.94216754999999,-118.42135906141588,80.0,2712.0
2024,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2185.0,539.0,144.53,0.94,91.01,3.31,299.21,11.0,1.0,27307.0,7196.0,103.0,3276.0,122.0,16610.0,33.94216754999999,-118.42135906141588,80.0,2736.0
2024,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1883.0,483.0,132.34,1.82,147.97,0.3,200.57,9.0,2.0,21217.0,5371.0,80.0,5201.0,30.0,10535.0,33.94216754999999,-118.42135906141588,79.0,2377.0
2024,1,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2097.0,458.0,162.76,2.37,58.24,1.16,233.46,32.0,0.0,22364.0,7496.0,375.0,2818.0,41.0,11634.0,33.94216754999999,-118.42135906141588,81.0,2587.0
2024,7,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",498.0,166.0,54.12,3.04,23.48,0.23,85.12,5.0,3.0,10744.0,3681.0,173.0,1241.0,7.0,5642.0,25.7949789,-80.28672341095405,74.0,672.0
2024,6,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",499.0,132.0,37.67,1.3,31.68,0.0,61.36,27.0,0.0,8556.0,2493.0,256.0,3305.0,0.0,2502.0,25.7949789,-80.28672341095405,76.0,658.0
2024,5,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",549.0,175.0,56.77,4.55,42.7,0.0,70.98,4.0,1.0,14305.0,4260.0,834.0,3355.0,0.0,5856.0,25.7949789,-80.28672341095405,75.0,729.0
2024,4,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",570.0,103.0,29.62,2.36,27.33,0.0,43.7,5.0,1.0,7729.0,1838.0,359.0,2563.0,0.0,2969.0,25.7949789,-80.28672341095405,84.0,679.0
2024,3,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",690.0,215.0,44.26,0.9,104.22,0.0,65.62,13.0,3.0,14044.0,2660.0,70.0,7582.0,0.0,3732.0,25.7949789,-80.28672341095405,75.0,921.0
2024,2,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",546.0,88.0,28.19,1.47,40.38,0.0,17.97,0.0,3.0,3914.0,1211.0,183.0,1650.0,0.0,870.0,25.7949789,-80.28672341095405,86.0,637.0
2024,1,WN,Southwest Airlines,MIA,"Miami, FL: Miami International",577.0,193.0,60.95,1.69,71.15,0.0,59.21,14.0,1.0,10509.0,3173.0,153.0,2763.0,0.0,4420.0,25.7949789,-80.28672341095405,74.0,785.0
2024,7,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",4073.0,1263.0,357.01,20.19,305.8,4.0,576.0,29.0,24.0,75121.0,21887.0,1544.0,15995.0,152.0,35543.0,28.412903550000003,-81.30944309752753,76.0,5389.0
2024,6,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3996.0,1059.0,286.68,27.25,330.88,4.0,410.19,13.0,33.0,68097.0,17452.0,2317.0,20298.0,208.0,27822.0,28.412903550000003,-81.30944309752753,78.0,5101.0
2024,5,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3934.0,1150.0,275.06,26.3,314.77,3.13,530.74,31.0,27.0,83960.0,20173.0,2359.0,19971.0,80.0,41377.0,28.412903550000003,-81.30944309752753,77.0,5142.0
2024,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3973.0,719.0,192.9,14.11,179.67,3.55,328.78,38.0,4.0,51089.0,12503.0,1864.0,13745.0,178.0,22799.0,28.412903550000003,-81.30944309752753,84.0,4734.0
2024,3,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",4450.0,1270.0,273.76,20.45,512.6,1.78,461.42,105.0,13.0,87697.0,18433.0,2298.0,34545.0,53.0,32368.0,28.412903550000003,-81.30944309752753,76.0,5838.0
2024,2,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3566.0,551.0,127.74,8.91,219.56,1.86,192.93,6.0,0.0,31835.0,8583.0,754.0,10991.0,71.0,11436.0,28.412903550000003,-81.30944309752753,86.0,4123.0
2024,1,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3782.0,1057.0,261.3,9.39,364.96,4.45,416.9,86.0,9.0,56971.0,14729.0,1239.0,15888.0,485.0,24630.0,28.412903550000003,-81.30944309752753,77.0,4934.0
2024,7,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",639.0,202.0,53.45,2.73,35.17,0.18,110.48,1.0,1.0,10761.0,2691.0,275.0,1332.0,3.0,6460.0,37.622452,-122.38398938548364,76.0,843.0
2024,6,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",613.0,262.0,60.54,1.0,97.85,0.0,102.62,0.0,0.0,14176.0,3448.0,63.0,4551.0,0.0,6114.0,37.622452,-122.38398938548364,70.0,875.0
2024,5,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",604.0,374.0,76.69,4.74,170.84,1.0,120.74,0.0,0.0,22691.0,4967.0,708.0,8394.0,100.0,8522.0,37.622452,-122.38398938548364,62.0,978.0
2024,4,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",590.0,364.0,70.99,3.33,203.42,0.0,86.26,1.0,0.0,24064.0,5705.0,140.0,12864.0,0.0,5355.0,37.622452,-122.38398938548364,62.0,955.0
2024,3,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",603.0,399.0,74.76,3.58,228.87,0.49,91.3,4.0,0.0,24935.0,5702.0,242.0,12791.0,11.0,6189.0,37.622452,-122.38398938548364,60.0,1006.0
2024,2,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",506.0,302.0,46.38,6.6,190.94,0.0,58.07,10.0,1.0,21012.0,3230.0,1278.0,12655.0,0.0,3849.0,37.622452,-122.38398938548364,62.0,819.0
2024,1,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",585.0,243.0,60.25,3.69,87.18,3.78,88.09,3.0,0.0,10978.0,3012.0,275.0,3212.0,112.0,4367.0,37.622452,-122.38398938548364,70.0,831.0
2024,7,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",884.0,320.0,103.35,1.78,91.76,0.0,123.11,2.0,1.0,14573.0,4653.0,79.0,3160.0,0.0,6681.0,47.44898194,-122.3093131,73.0,1207.0
2024,6,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",839.0,366.0,115.86,2.23,113.52,1.05,133.34,1.0,4.0,17807.0,5446.0,93.0,3992.0,58.0,8218.0,47.44898194,-122.3093131,69.0,1210.0
2024,5,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",635.0,214.0,68.02,3.62,42.08,0.0,100.28,0.0,2.0,10837.0,2985.0,531.0,1563.0,0.0,5758.0,47.44898194,-122.3093131,75.0,851.0
2024,4,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",604.0,162.0,62.3,0.94,36.15,0.0,62.6,0.0,0.0,7163.0,2716.0,79.0,1204.0,0.0,3164.0,47.44898194,-122.3093131,79.0,766.0
2024,3,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",582.0,136.0,42.7,0.0,19.65,0.0,73.65,3.0,0.0,6944.0,1938.0,0.0,783.0,0.0,4223.0,47.44898194,-122.3093131,81.0,721.0
2024,2,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",515.0,90.0,38.14,0.0,11.39,0.0,40.47,3.0,0.0,3851.0,1690.0,0.0,452.0,0.0,1709.0,47.44898194,-122.3093131,85.0,608.0
2024,1,WN,Southwest Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",575.0,149.0,57.52,0.0,26.9,1.68,62.91,1.0,1.0,6930.0,2825.0,0.0,912.0,50.0,3143.0,47.44898194,-122.3093131,79.0,726.0
2024,7,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20679.0,5544.0,1886.58,158.63,1347.12,3.4,2148.28,1508.0,113.0,648300.0,321792.0,13129.0,94682.0,311.0,218386.0,33.63740085,-84.42981606522355,74.0,27844.0
2024,6,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20070.0,2719.0,960.23,122.74,538.92,0.71,1096.4,26.0,15.0,205177.0,96930.0,9729.0,25331.0,54.0,73133.0,33.63740085,-84.42981606522355,88.0,22830.0
2024,5,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20013.0,3877.0,940.52,165.43,983.51,2.67,1784.87,73.0,53.0,305016.0,92913.0,14946.0,55861.0,94.0,141202.0,33.63740085,-84.42981606522355,83.0,24016.0
2024,4,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18798.0,2448.0,776.79,56.14,588.24,4.35,1022.48,12.0,14.0,174175.0,78918.0,5405.0,20151.0,322.0,69379.0,33.63740085,-84.42981606522355,88.0,21272.0
2024,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18810.0,2660.0,844.69,66.62,668.21,1.76,1078.72,10.0,7.0,193261.0,90519.0,6505.0,28029.0,131.0,68077.0,33.63740085,-84.42981606522355,88.0,21487.0
2024,2,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16167.0,1428.0,538.73,43.74,441.68,4.7,399.15,9.0,13.0,93266.0,49776.0,5218.0,14575.0,344.0,23353.0,33.63740085,-84.42981606522355,92.0,17617.0
2024,1,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16503.0,2775.0,799.37,176.52,931.09,2.34,865.68,76.0,44.0,231726.0,95230.0,28839.0,42084.0,342.0,65231.0,33.63740085,-84.42981606522355,85.0,19398.0
2024,7,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1062.0,332.0,146.96,11.3,106.13,0.0,67.6,66.0,12.0,29968.0,15693.0,1367.0,6815.0,0.0,6093.0,41.9782523,-87.90923552598412,72.0,1472.0
2024,6,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1050.0,276.0,118.63,5.9,99.9,0.0,51.57,5.0,6.0,21614.0,10000.0,1220.0,6616.0,0.0,3778.0,41.9782523,-87.90923552598412,79.0,1337.0
2024,5,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1060.0,292.0,93.51,5.72,134.89,0.0,57.88,2.0,9.0,25715.0,9271.0,1055.0,9865.0,0.0,5524.0,41.9782523,-87.90923552598412,78.0,1363.0
2024,4,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",886.0,176.0,90.0,2.02,59.79,0.0,24.19,3.0,2.0,10974.0,7198.0,115.0,1931.0,0.0,1730.0,41.9782523,-87.90923552598412,83.0,1067.0
2024,3,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",730.0,123.0,68.26,2.02,26.33,0.0,26.39,1.0,1.0,7737.0,4538.0,268.0,1225.0,0.0,1706.0,41.9782523,-87.90923552598412,85.0,855.0
2024,2,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",559.0,69.0,35.25,1.0,22.25,0.0,10.5,1.0,4.0,3614.0,2113.0,52.0,944.0,0.0,505.0,41.9782523,-87.90923552598412,88.0,633.0
2024,1,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",587.0,143.0,51.78,5.25,52.02,0.0,33.95,20.0,3.0,10894.0,3879.0,528.0,3356.0,0.0,3131.0,41.9782523,-87.90923552598412,78.0,753.0
2024,7,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1061.0,335.0,144.41,5.68,101.79,0.0,83.12,72.0,4.0,27973.0,16125.0,800.0,4661.0,0.0,6387.0,32.89595056,-97.0372,72.0,1472.0
2024,6,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",986.0,223.0,90.82,5.71,63.1,0.0,63.37,1.0,8.0,14191.0,6320.0,568.0,2901.0,0.0,4402.0,32.89595056,-97.0372,81.0,1218.0
2024,5,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1025.0,385.0,114.5,4.18,193.39,0.0,72.93,3.0,14.0,31300.0,10238.0,1217.0,12891.0,0.0,6954.0,32.89595056,-97.0372,72.0,1427.0
2024,4,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",991.0,277.0,97.48,4.97,127.84,0.0,46.71,5.0,3.0,16538.0,6487.0,479.0,6111.0,0.0,3461.0,32.89595056,-97.0372,78.0,1276.0
2024,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1002.0,192.0,74.39,1.55,71.84,0.0,44.22,1.0,9.0,11630.0,5320.0,55.0,3316.0,0.0,2939.0,32.89595056,-97.0372,83.0,1204.0
2024,2,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",923.0,110.0,42.57,2.23,37.77,0.0,27.43,3.0,2.0,5279.0,2227.0,163.0,1089.0,0.0,1800.0,32.89595056,-97.0372,89.0,1038.0
2024,1,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",979.0,286.0,98.09,9.9,114.7,0.0,63.31,9.0,5.0,21416.0,8083.0,1188.0,6350.0,0.0,5795.0,32.89595056,-97.0372,77.0,1279.0
2024,7,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1150.0,332.0,148.79,8.54,88.85,0.0,85.83,85.0,8.0,26572.0,15102.0,556.0,4576.0,0.0,6338.0,39.8606676,-104.68536732610298,73.0,1575.0
2024,6,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1109.0,311.0,119.98,2.53,111.04,0.59,76.87,1.0,4.0,22435.0,10864.0,372.0,6480.0,41.0,4678.0,39.8606676,-104.68536732610298,78.0,1425.0
2024,5,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1104.0,287.0,98.34,4.64,111.37,0.0,72.65,0.0,8.0,15851.0,5536.0,473.0,4814.0,0.0,5028.0,39.8606676,-104.68536732610298,79.0,1399.0
2024,4,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1057.0,206.0,74.5,1.0,85.12,0.34,45.04,0.0,2.0,10140.0,4938.0,80.0,2563.0,52.0,2507.0,39.8606676,-104.68536732610298,84.0,1265.0
2024,3,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1078.0,141.0,61.79,6.4,39.42,0.0,33.39,2.0,0.0,9340.0,3971.0,2114.0,1498.0,0.0,1757.0,39.8606676,-104.68536732610298,88.0,1221.0
2024,2,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",951.0,121.0,35.94,1.16,69.95,0.0,13.95,2.0,7.0,6387.0,3337.0,36.0,2300.0,0.0,714.0,39.8606676,-104.68536732610298,88.0,1081.0
2024,1,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1003.0,166.0,69.74,9.32,58.34,0.0,28.6,0.0,0.0,9343.0,4385.0,838.0,2481.0,0.0,1639.0,39.8606676,-104.68536732610298,86.0,1169.0
2024,7,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3272.0,804.0,415.87,17.17,168.63,0.84,201.5,208.0,3.0,74304.0,46185.0,1637.0,8011.0,120.0,18351.0,33.94216754999999,-118.42135906141588,76.0,4287.0
2024,6,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3169.0,665.0,271.01,17.09,159.39,1.47,216.04,2.0,1.0,48200.0,24001.0,1585.0,6741.0,71.0,15802.0,33.94216754999999,-118.42135906141588,83.0,3837.0
2024,5,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3154.0,744.0,258.08,18.73,234.73,0.87,231.59,4.0,2.0,56058.0,26601.0,2722.0,8538.0,34.0,18163.0,33.94216754999999,-118.42135906141588,81.0,3904.0
2024,4,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3012.0,466.0,167.35,13.24,128.47,2.96,153.97,2.0,4.0,33925.0,16381.0,1685.0,4014.0,135.0,11710.0,33.94216754999999,-118.42135906141588,86.0,3484.0
2024,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2966.0,464.0,140.42,7.6,159.18,1.0,155.8,3.0,5.0,26401.0,11119.0,402.0,5469.0,57.0,9354.0,33.94216754999999,-118.42135906141588,86.0,3438.0
2024,2,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2564.0,430.0,142.97,4.58,187.43,1.92,93.1,4.0,2.0,30964.0,15100.0,1074.0,5983.0,168.0,8639.0,33.94216754999999,-118.42135906141588,85.0,3000.0
2024,1,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2760.0,362.0,143.77,27.07,104.07,0.0,87.09,11.0,1.0,26101.0,11806.0,4624.0,3935.0,0.0,5736.0,33.94216754999999,-118.42135906141588,88.0,3134.0
2024,7,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",957.0,297.0,133.13,7.06,65.14,0.0,91.67,55.0,1.0,27405.0,14175.0,388.0,3784.0,0.0,9058.0,25.7949789,-80.28672341095405,73.0,1310.0
2024,6,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",933.0,275.0,95.79,6.5,110.26,0.0,62.45,19.0,8.0,24363.0,8416.0,757.0,9895.0,0.0,5295.0,25.7949789,-80.28672341095405,76.0,1235.0
2024,5,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",985.0,239.0,84.12,5.16,86.28,0.0,63.43,2.0,0.0,17423.0,7011.0,411.0,4740.0,0.0,5261.0,25.7949789,-80.28672341095405,80.0,1226.0
2024,4,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",997.0,209.0,77.15,0.45,89.36,1.12,40.93,7.0,2.0,14510.0,5029.0,33.0,5856.0,74.0,3518.0,25.7949789,-80.28672341095405,82.0,1215.0
2024,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",1036.0,308.0,99.99,1.8,150.17,0.0,56.04,4.0,5.0,23642.0,8333.0,234.0,11498.0,0.0,3577.0,25.7949789,-80.28672341095405,77.0,1353.0
2024,2,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",929.0,194.0,55.51,0.43,106.73,0.0,31.34,3.0,0.0,11194.0,3419.0,41.0,4664.0,0.0,3070.0,25.7949789,-80.28672341095405,83.0,1126.0
2024,1,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",1004.0,345.0,97.47,9.86,193.88,0.87,42.91,2.0,1.0,17427.0,6024.0,1192.0,7371.0,62.0,2778.0,25.7949789,-80.28672341095405,74.0,1352.0
2024,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2688.0,780.0,294.35,18.07,242.74,0.55,224.29,142.0,24.0,77694.0,40097.0,1016.0,14289.0,121.0,22171.0,40.6429479,-73.7793733748521,74.0,3634.0
2024,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2585.0,627.0,177.79,26.82,269.87,0.0,152.52,13.0,22.0,53643.0,20454.0,2968.0,18732.0,0.0,11489.0,40.6429479,-73.7793733748521,80.0,3247.0
2024,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2679.0,603.0,184.36,18.93,210.3,0.9,188.51,2.0,21.0,46531.0,20316.0,1653.0,10286.0,27.0,14249.0,40.6429479,-73.7793733748521,81.0,3305.0
2024,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2540.0,509.0,182.99,11.09,194.51,1.0,119.41,7.0,3.0,45185.0,23256.0,2239.0,10342.0,36.0,9312.0,40.6429479,-73.7793733748521,83.0,3059.0
2024,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2500.0,475.0,164.64,17.07,190.81,1.0,101.48,2.0,12.0,29728.0,12409.0,1435.0,8244.0,53.0,7587.0,40.6429479,-73.7793733748521,84.0,2989.0
